interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,coal_and_lignite,hydro,nuclear,power_storage,solar,wind,natural_gas,other
2021-12-31T00:00:00-06:00,2021-12-31 06:00:00+00:00,2021-12-31T01:00:00-06:00,2021-12-31 07:00:00+00:00,6283.886685,31.557606,5082.570312,0,0,17050.143201,7781.856931,-31.239663
2021-12-31T01:00:00-06:00,2021-12-31 07:00:00+00:00,2021-12-31T02:00:00-06:00,2021-12-31 08:00:00+00:00,5278.096072,6.598548,5083.108669,0,0,17354.210039,7215.645807,20.64282
2021-12-31T02:00:00-06:00,2021-12-31 08:00:00+00:00,2021-12-31T03:00:00-06:00,2021-12-31 09:00:00+00:00,5031.680211,6.366123,5082.495955,0,0,16915.09752,6950.570932,-13.587951
2021-12-31T03:00:00-06:00,2021-12-31 09:00:00+00:00,2021-12-31T04:00:00-06:00,2021-12-31 10:00:00+00:00,5034.283108,6.278994,5082.520238,0,0,15968.514418,7281.986506,-7.562697
2021-12-31T04:00:00-06:00,2021-12-31 10:00:00+00:00,2021-12-31T05:00:00-06:00,2021-12-31 11:00:00+00:00,5676.830823,6.13665,5083.447231,0,0,14760.043228,7799.168361,8.520944
2021-12-31T05:00:00-06:00,2021-12-31 11:00:00+00:00,2021-12-31T06:00:00-06:00,2021-12-31 12:00:00+00:00,6778.561925,6.102776,5083.762052,0,0,13454.275603,8541.178692,-21.438388
2021-12-31T06:00:00-06:00,2021-12-31 12:00:00+00:00,2021-12-31T07:00:00-06:00,2021-12-31 13:00:00+00:00,7119.921392,28.931566,5083.852198,0,0,12102.974885,10576.325624,16.468595
2021-12-31T07:00:00-06:00,2021-12-31 13:00:00+00:00,2021-12-31T08:00:00-06:00,2021-12-31 14:00:00+00:00,8423.730398,30.714727,5084.129927,0,6.438189,11146.034247,11269.072866,26.57232
2021-12-31T08:00:00-06:00,2021-12-31 14:00:00+00:00,2021-12-31T09:00:00-06:00,2021-12-31 15:00:00+00:00,9276.064057,30.77878,5085.255161,0,212.862107,10540.239817,12135.148879,6.85023
2021-12-31T09:00:00-06:00,2021-12-31 15:00:00+00:00,2021-12-31T10:00:00-06:00,2021-12-31 16:00:00+00:00,9685.723857,30.610207,5083.139716,0,746.218431,11083.377529,12799.758382,-63.856418
2021-12-31T10:00:00-06:00,2021-12-31 16:00:00+00:00,2021-12-31T11:00:00-06:00,2021-12-31 17:00:00+00:00,9873.297578,41.037917,5084.548316,0,1354.538743,11807.696578,13158.846601,-16.565195
